date,close
28/05/2018 00:00,7099
29/05/2018 00:00,7461.29
30/05/2018 00:00,7375.96
31/05/2018 00:00,7485.01
01/06/2018 00:00,7521.01
02/06/2018 00:00,7640.03
03/06/2018 00:00,7714.26
04/06/2018 00:00,7487
05/06/2018 00:00,7625
06/06/2018 00:00,7658.84
07/06/2018 00:00,7691.08
08/06/2018 00:00,7603.44
09/06/2018 00:00,7491.73
10/06/2018 00:00,6764.99
11/06/2018 00:00,6872
12/06/2018 00:00,6530
13/06/2018 00:00,6292.78
14/06/2018 00:00,6635.98
15/06/2018 00:00,6388.9
16/06/2018 00:00,6483.98
17/06/2018 00:00,6449.61
18/06/2018 00:00,6712.46
19/06/2018 00:00,6741.21
20/06/2018 00:00,6761.51
21/06/2018 00:00,6718.84
22/06/2018 00:00,6045
23/06/2018 00:00,6149.98
24/06/2018 00:00,6136.97
25/06/2018 00:00,6252
26/06/2018 00:00,6070.78
27/06/2018 00:00,6133.73
28/06/2018 00:00,5853.98
29/06/2018 00:00,6197.92
30/06/2018 00:00,6390.07
01/07/2018 00:00,6356.81
02/07/2018 00:00,6615.29
03/07/2018 00:00,6513.86
04/07/2018 00:00,6586.98
05/07/2018 00:00,6529.2
06/07/2018 00:00,6609.78
07/07/2018 00:00,6756.98
08/07/2018 00:00,6712.1
09/07/2018 00:00,6662.12
10/07/2018 00:00,6296.91
11/07/2018 00:00,6378.07
12/07/2018 00:00,6250.57
13/07/2018 00:00,6214.57
14/07/2018 00:00,6251.99
15/07/2018 00:00,6353.01
16/07/2018 00:00,6723.35
17/07/2018 00:00,7317.44
18/07/2018 00:00,7381.9
19/07/2018 00:00,7466.21
20/07/2018 00:00,7337.53
21/07/2018 00:00,7398.78
22/07/2018 00:00,7394.79
23/07/2018 00:00,7721.01
24/07/2018 00:00,8397.24
25/07/2018 00:00,8175.64
26/07/2018 00:00,7920
27/07/2018 00:00,8188.57
28/07/2018 00:00,8225.04
29/07/2018 00:00,8211
30/07/2018 00:00,8173.92
31/07/2018 00:00,7730.93
01/08/2018 00:00,7604.58
02/08/2018 00:00,7525.71
03/08/2018 00:00,7418.78
04/08/2018 00:00,7009.84
05/08/2018 00:00,7024.19
06/08/2018 00:00,6934.82
07/08/2018 00:00,6720.06
08/08/2018 00:00,6285
09/08/2018 00:00,6529.79
10/08/2018 00:00,6144.01
11/08/2018 00:00,6232.35
12/08/2018 00:00,6308.33
13/08/2018 00:00,6246.35
14/08/2018 00:00,6188.08
15/08/2018 00:00,6267.16
16/08/2018 00:00,6311.75
17/08/2018 00:00,6584.49
18/08/2018 00:00,6387.96
19/08/2018 00:00,6477.53
20/08/2018 00:00,6254.84
21/08/2018 00:00,6480
22/08/2018 00:00,6360.89
23/08/2018 00:00,6525.01
24/08/2018 00:00,6681.64
25/08/2018 00:00,6733.64
26/08/2018 00:00,6700
27/08/2018 00:00,6908.64
28/08/2018 00:00,7076.11
29/08/2018 00:00,7031.22
30/08/2018 00:00,6984.84
31/08/2018 00:00,7011.21
01/09/2018 00:00,7200.01
02/09/2018 00:00,7302.01
03/09/2018 00:00,7263.02
04/09/2018 00:00,7359.06
05/09/2018 00:00,6700
06/09/2018 00:00,6516.01
07/09/2018 00:00,6395.54
08/09/2018 00:00,6185.05
09/09/2018 00:00,6250.81
10/09/2018 00:00,6312
11/09/2018 00:00,6294.91
12/09/2018 00:00,6338.62
13/09/2018 00:00,6487.38
14/09/2018 00:00,6476.63
15/09/2018 00:00,6514.96
16/09/2018 00:00,6505
17/09/2018 00:00,6248.69
18/09/2018 00:00,6336.45
19/09/2018 00:00,6391.89
20/09/2018 00:00,6492
21/09/2018 00:00,6759.02
22/09/2018 00:00,6723.05
23/09/2018 00:00,6708
24/09/2018 00:00,6581.39
25/09/2018 00:00,6447.54
26/09/2018 00:00,6465.12
27/09/2018 00:00,6689.13
28/09/2018 00:00,6634.58
29/09/2018 00:00,6596.38
30/09/2018 00:00,6626.57
01/10/2018 00:00,6611.61
02/10/2018 00:00,6525.79
03/10/2018 00:00,6510
04/10/2018 00:00,6593.79
05/10/2018 00:00,6635.65
06/10/2018 00:00,6594.27
07/10/2018 00:00,6615.26
08/10/2018 00:00,6673.01
09/10/2018 00:00,6656.61
10/10/2018 00:00,6631
11/10/2018 00:00,6252.68
12/10/2018 00:00,6298.01
13/10/2018 00:00,6332.93
14/10/2018 00:00,6339.34
15/10/2018 00:00,6752.5
16/10/2018 00:00,6759.27
17/10/2018 00:00,6740.89
18/10/2018 00:00,6618.96
19/10/2018 00:00,6528.88
20/10/2018 00:00,6588.4
21/10/2018 00:00,6590.11
22/10/2018 00:00,6581.2
23/10/2018 00:00,6553.51
24/10/2018 00:00,6565.5
25/10/2018 00:00,6528.09
26/10/2018 00:00,6538.63
27/10/2018 00:00,6505.6
28/10/2018 00:00,6489.93
29/10/2018 00:00,6344.5
30/10/2018 00:00,6330.87
31/10/2018 00:00,6371.93
01/11/2018 00:00,6410
02/11/2018 00:00,6433.98
03/11/2018 00:00,6387.09
04/11/2018 00:00,6485.85
05/11/2018 00:00,6468.99
06/11/2018 00:00,6519.11
07/11/2018 00:00,6578.46
08/11/2018 00:00,6479.84
09/11/2018 00:00,6419.99
10/11/2018 00:00,6433.05
11/11/2018 00:00,6449.81
12/11/2018 00:00,6453.07
13/11/2018 00:00,6457.66
14/11/2018 00:00,5922.41
15/11/2018 00:00,5753.4
16/11/2018 00:00,5655.94
17/11/2018 00:00,5628.29
18/11/2018 00:00,5662
19/11/2018 00:00,4910.03
20/11/2018 00:00,4558.86
21/11/2018 00:00,4661.07
22/11/2018 00:00,4370
23/11/2018 00:00,4420.61
24/11/2018 00:00,3932.44
25/11/2018 00:00,4085.78
26/11/2018 00:00,3862.2
27/11/2018 00:00,3875.21
28/11/2018 00:00,4264.85
29/11/2018 00:00,4295.84
30/11/2018 00:00,4041.32
01/12/2018 00:00,4190.02
02/12/2018 00:00,4161.01
03/12/2018 00:00,3884.01
04/12/2018 00:00,3951.64
05/12/2018 00:00,3769.84
06/12/2018 00:00,3508.75
07/12/2018 00:00,3403.55
08/12/2018 00:00,3410.93
09/12/2018 00:00,3545.37
10/12/2018 00:00,3432.88
11/12/2018 00:00,3380.39
12/12/2018 00:00,3445
13/12/2018 00:00,3302.06
14/12/2018 00:00,3224.17
15/12/2018 00:00,3211.72
16/12/2018 00:00,3228.67
17/12/2018 00:00,3509.08
18/12/2018 00:00,3652.98
19/12/2018 00:00,3662.22
20/12/2018 00:00,4049.62
21/12/2018 00:00,3838.66
22/12/2018 00:00,3948.91
23/12/2018 00:00,3929.71
24/12/2018 00:00,4008.01
25/12/2018 00:00,3745.79
26/12/2018 00:00,3777.74
27/12/2018 00:00,3567.91
28/12/2018 00:00,3839.26
29/12/2018 00:00,3695.32
30/12/2018 00:00,3801.91
31/12/2018 00:00,3702.9
01/01/2019 00:00,3797.14
02/01/2019 00:00,3858.56
03/01/2019 00:00,3766.78
04/01/2019 00:00,3792.01
05/01/2019 00:00,3770.96
06/01/2019 00:00,3987.6
07/01/2019 00:00,3975.45
08/01/2019 00:00,3955.13
09/01/2019 00:00,3966.65
10/01/2019 00:00,3585.88
11/01/2019 00:00,3601.31
12/01/2019 00:00,3583.13
13/01/2019 00:00,3476.81
14/01/2019 00:00,3626.09
15/01/2019 00:00,3553.06
16/01/2019 00:00,3591.84
17/01/2019 00:00,3616.21
18/01/2019 00:00,3594.87
19/01/2019 00:00,3665.3
20/01/2019 00:00,3539.28
21/01/2019 00:00,3526.9
22/01/2019 00:00,3570.93
23/01/2019 00:00,3552.82
24/01/2019 00:00,3569.62
25/01/2019 00:00,3565.29
26/01/2019 00:00,3565.25
27/01/2019 00:00,3550.84
28/01/2019 00:00,3434.15
29/01/2019 00:00,3411.04
30/01/2019 00:00,3458.18
31/01/2019 00:00,3434.1
01/02/2019 00:00,3462.07
02/02/2019 00:00,3504.77
03/02/2019 00:00,3458.11
04/02/2019 00:00,3463.22
05/02/2019 00:00,3471.59
06/02/2019 00:00,3405.37
07/02/2019 00:00,3398.4
08/02/2019 00:00,3659.04
09/02/2019 00:00,3665.18
10/02/2019 00:00,3680.06
11/02/2019 00:00,3631.05
12/02/2019 00:00,3631.46
13/02/2019 00:00,3609.4
14/02/2019 00:00,3590.56
15/02/2019 00:00,3602.47
16/02/2019 00:00,3618.41
17/02/2019 00:00,3667.58
18/02/2019 00:00,3898.6
19/02/2019 00:00,3907.79
20/02/2019 00:00,3969.74
21/02/2019 00:00,3937.31
22/02/2019 00:00,3962
23/02/2019 00:00,4117.76
24/02/2019 00:00,3743.56
25/02/2019 00:00,3827.92
26/02/2019 00:00,3809.23
27/02/2019 00:00,3818.07
28/02/2019 00:00,3813.69
01/03/2019 00:00,3823
02/03/2019 00:00,3819.93
03/03/2019 00:00,3807.75
04/03/2019 00:00,3715.3
05/03/2019 00:00,3857.73
06/03/2019 00:00,3861.84
07/03/2019 00:00,3873.64
08/03/2019 00:00,3864.89
09/03/2019 00:00,3943.04
10/03/2019 00:00,3916.82
11/03/2019 00:00,3871.61
12/03/2019 00:00,3882.73
13/03/2019 00:00,3866
14/03/2019 00:00,3877.12
15/03/2019 00:00,3923.76
16/03/2019 00:00,4005.98
17/03/2019 00:00,3981.14
18/03/2019 00:00,3987.81
19/03/2019 00:00,4015.53
20/03/2019 00:00,4043.04
21/03/2019 00:00,3980.64
22/03/2019 00:00,3986.93
23/03/2019 00:00,4006.01
24/03/2019 00:00,3992.18
25/03/2019 00:00,3936.12
26/03/2019 00:00,3948.55
27/03/2019 00:00,4038.05
28/03/2019 00:00,4027.81
29/03/2019 00:00,4103.25
30/03/2019 00:00,4106.97
31/03/2019 00:00,4103.95
01/04/2019 00:00,4144.56
02/04/2019 00:00,4857.29
03/04/2019 00:00,4932.6
04/04/2019 00:00,4898.66
05/04/2019 00:00,5004.95
06/04/2019 00:00,5043.89
07/04/2019 00:00,5170.27
08/04/2019 00:00,5236.9
09/04/2019 00:00,5150
10/04/2019 00:00,5308.25
11/04/2019 00:00,5017.37
12/04/2019 00:00,5048.01
13/04/2019 00:00,5045.22
14/04/2019 00:00,5131.3
15/04/2019 00:00,5024.95
16/04/2019 00:00,5173.72
17/04/2019 00:00,5202.82
18/04/2019 00:00,5258.44
19/04/2019 00:00,5258.68
20/04/2019 00:00,5291.73
21/04/2019 00:00,5256.14
22/04/2019 00:00,5357.14
23/04/2019 00:00,5493.31
24/04/2019 00:00,5415
25/04/2019 00:00,5219.9
26/04/2019 00:00,5314.1
27/04/2019 00:00,5295.69
28/04/2019 00:00,5307.52
29/04/2019 00:00,5238.14
30/04/2019 00:00,5320.81
01/05/2019 00:00,5383.2
02/05/2019 00:00,5492.87
03/05/2019 00:00,5772.69
04/05/2019 00:00,5829.45
05/05/2019 00:00,5775.62
06/05/2019 00:00,5747.79
07/05/2019 00:00,5846.34
08/05/2019 00:00,5987.29
09/05/2019 00:00,6209.18
10/05/2019 00:00,6373.33
11/05/2019 00:00,7076.22
12/05/2019 00:00,6967.31
13/05/2019 00:00,7790.71
14/05/2019 00:00,7947.56
15/05/2019 00:00,8169.87
16/05/2019 00:00,7866.59
17/05/2019 00:00,7355.26
18/05/2019 00:00,7257.45
19/05/2019 00:00,8148.48
20/05/2019 00:00,7938.15
21/05/2019 00:00,7904.87
22/05/2019 00:00,7628.43
23/05/2019 00:00,7851.51
24/05/2019 00:00,7964.87
25/05/2019 00:00,8025.41
26/05/2019 00:00,8614.43
27/05/2019 00:00,8756.32
28/05/2019 00:00,8715.64
29/05/2019 00:00,8645.68
30/05/2019 00:00,8269.54
31/05/2019 00:00,8555
01/06/2019 00:00,8544.07
02/06/2019 00:00,8725.98
03/06/2019 00:00,8115.82
04/06/2019 00:00,7687.03
05/06/2019 00:00,7776.5
06/06/2019 00:00,7786.7
07/06/2019 00:00,7980.53
08/06/2019 00:00,7893.62
09/06/2019 00:00,7628.13
10/06/2019 00:00,7982.75
11/06/2019 00:00,7884.9
12/06/2019 00:00,8127.64
13/06/2019 00:00,8218.54
14/06/2019 00:00,8650
15/06/2019 00:00,8808.7
16/06/2019 00:00,8953.33
17/06/2019 00:00,9313.96
18/06/2019 00:00,9081.55
19/06/2019 00:00,9255.49
20/06/2019 00:00,9517.12
21/06/2019 00:00,10159.86
22/06/2019 00:00,10729.5
23/06/2019 00:00,10906.07
24/06/2019 00:00,11056.59
25/06/2019 00:00,11820.86
26/06/2019 00:00,13093.8
27/06/2019 00:00,11329.99
28/06/2019 00:00,12400.63
29/06/2019 00:00,11903.13
30/06/2019 00:00,10854.1
01/07/2019 00:00,10624.93
02/07/2019 00:00,10842.85
03/07/2019 00:00,11940
04/07/2019 00:00,11145.67
05/07/2019 00:00,10970.73
06/07/2019 00:00,11256.49
07/07/2019 00:00,11406.24
08/07/2019 00:00,12238.6
09/07/2019 00:00,12543.41
10/07/2019 00:00,12108.37
11/07/2019 00:00,11342.89
12/07/2019 00:00,11757.22
13/07/2019 00:00,11355.76
14/07/2019 00:00,10174.18
15/07/2019 00:00,10838.72
16/07/2019 00:00,9439.59
17/07/2019 00:00,9667.92
18/07/2019 00:00,10627.16
19/07/2019 00:00,10504.29
20/07/2019 00:00,10740.23
21/07/2019 00:00,10589.45
22/07/2019 00:00,10340.31
23/07/2019 00:00,9864.91
24/07/2019 00:00,9763.28
25/07/2019 00:00,9879.87
26/07/2019 00:00,9824
27/07/2019 00:00,9476.52
28/07/2019 00:00,9541.54
29/07/2019 00:00,9507.64
30/07/2019 00:00,9574.21
31/07/2019 00:00,10080.53
01/08/2019 00:00,10374.99
02/08/2019 00:00,10523.75
03/08/2019 00:00,10816.86
04/08/2019 00:00,10929.23
05/08/2019 00:00,11828.8
06/08/2019 00:00,11481.69
07/08/2019 00:00,11975.03
08/08/2019 00:00,11999.77
09/08/2019 00:00,11879.99
10/08/2019 00:00,11309.31
11/08/2019 00:00,11549.97
12/08/2019 00:00,11396.08
13/08/2019 00:00,10892.71
14/08/2019 00:00,10050.37
15/08/2019 00:00,10293.93
16/08/2019 00:00,10331.54
17/08/2019 00:00,10216.02
18/08/2019 00:00,10306.78
19/08/2019 00:00,10915.54
20/08/2019 00:00,10760.51
21/08/2019 00:00,10142.57
22/08/2019 00:00,10099.88
23/08/2019 00:00,10389.55
24/08/2019 00:00,10134.35
25/08/2019 00:00,10142.69
26/08/2019 00:00,10372.25
27/08/2019 00:00,10185.05
28/08/2019 00:00,9721
29/08/2019 00:00,9498.44
30/08/2019 00:00,9584.54
31/08/2019 00:00,9587.47
01/09/2019 00:00,9724.98
02/09/2019 00:00,10340
03/09/2019 00:00,10615.28
04/09/2019 00:00,10567.02
05/09/2019 00:00,10564.49
06/09/2019 00:00,10298.73
07/09/2019 00:00,10455.88
08/09/2019 00:00,10381.18
09/09/2019 00:00,10303.12
10/09/2019 00:00,10098.15
11/09/2019 00:00,10158.33
12/09/2019 00:00,10415.01
13/09/2019 00:00,10342.06
14/09/2019 00:00,10335.02
15/09/2019 00:00,10302.01
16/09/2019 00:00,10251.31
17/09/2019 00:00,10187.82
18/09/2019 00:00,10156.99
19/09/2019 00:00,10244.29
20/09/2019 00:00,10168.59
21/09/2019 00:00,9986.39
22/09/2019 00:00,10028.87
23/09/2019 00:00,9702.25
24/09/2019 00:00,8493.14
25/09/2019 00:00,8430.05
26/09/2019 00:00,8063.73
27/09/2019 00:00,8177.91
28/09/2019 00:00,8198.81
29/09/2019 00:00,8043.82
30/09/2019 00:00,8289.34
01/10/2019 00:00,8292.44
02/10/2019 00:00,8359.94
03/10/2019 00:00,8223.96
04/10/2019 00:00,8137.13
05/10/2019 00:00,8126.19
06/10/2019 00:00,7854.25
07/10/2019 00:00,8190.09
08/10/2019 00:00,8168.39
09/10/2019 00:00,8560.74
10/10/2019 00:00,8558.03
11/10/2019 00:00,8258.5
12/10/2019 00:00,8300.09
13/10/2019 00:00,8275.01
14/10/2019 00:00,8348.2
15/10/2019 00:00,8159.29
16/10/2019 00:00,7991.74
17/10/2019 00:00,8070.58
18/10/2019 00:00,7947.01
19/10/2019 00:00,7948.01
20/10/2019 00:00,8223.35
21/10/2019 00:00,8197.27
22/10/2019 00:00,8020
23/10/2019 00:00,7466.62
24/10/2019 00:00,7412.41
25/10/2019 00:00,8655.02
26/10/2019 00:00,9230
27/10/2019 00:00,9529.93
28/10/2019 00:00,9205.14
29/10/2019 00:00,9407.62
30/10/2019 00:00,9154.72
31/10/2019 00:00,9140.85
01/11/2019 00:00,9231.61
02/11/2019 00:00,9289.52
03/11/2019 00:00,9194.71
04/11/2019 00:00,9393.35
05/11/2019 00:00,9308.66
06/11/2019 00:00,9339.05
07/11/2019 00:00,9216.2
08/11/2019 00:00,8773.73
09/11/2019 00:00,8809.41
10/11/2019 00:00,9039.47
11/11/2019 00:00,8733.27
12/11/2019 00:00,8821.94
13/11/2019 00:00,8777.12
14/11/2019 00:00,8646.68
15/11/2019 00:00,8471.73
16/11/2019 00:00,8491.02
17/11/2019 00:00,8502.4
18/11/2019 00:00,8187.17
19/11/2019 00:00,8133.64
20/11/2019 00:00,8098.01
21/11/2019 00:00,7627.74
22/11/2019 00:00,7268.23
23/11/2019 00:00,7311.57
24/11/2019 00:00,6903.28
25/11/2019 00:00,7109.57
26/11/2019 00:00,7156.14
27/11/2019 00:00,7508.52
28/11/2019 00:00,7419.49
29/11/2019 00:00,7739.68
30/11/2019 00:00,7541.89
01/12/2019 00:00,7390.89
02/12/2019 00:00,7294.28
03/12/2019 00:00,7292.71
04/12/2019 00:00,7194.32
05/12/2019 00:00,7389
06/12/2019 00:00,7527.47
07/12/2019 00:00,7488.21
08/12/2019 00:00,7510.11
09/12/2019 00:00,7338.64
10/12/2019 00:00,7224.13
11/12/2019 00:00,7210
12/12/2019 00:00,7198.08
13/12/2019 00:00,7258.48
14/12/2019 00:00,7064.05
15/12/2019 00:00,7118.59
16/12/2019 00:00,6891.72
17/12/2019 00:00,6623.82
18/12/2019 00:00,7277.83
19/12/2019 00:00,7150.3
20/12/2019 00:00,7187.83
21/12/2019 00:00,7132.75
22/12/2019 00:00,7501.44
23/12/2019 00:00,7317.09
24/12/2019 00:00,7255.77
25/12/2019 00:00,7204.63
26/12/2019 00:00,7202
27/12/2019 00:00,7254.74
28/12/2019 00:00,7316.14
29/12/2019 00:00,7388.24
30/12/2019 00:00,7246
31/12/2019 00:00,7195.23
01/01/2020 00:00,7200.85
02/01/2020 00:00,6965.71
03/01/2020 00:00,7344.96
04/01/2020 00:00,7354.11
05/01/2020 00:00,7358.75
06/01/2020 00:00,7758
07/01/2020 00:00,8145.28
08/01/2020 00:00,8055.98
09/01/2020 00:00,7817.76
10/01/2020 00:00,8197.02
11/01/2020 00:00,8020.01
12/01/2020 00:00,8184.98
13/01/2020 00:00,8110.34
14/01/2020 00:00,8810.01
15/01/2020 00:00,8821.41
16/01/2020 00:00,8720.01
17/01/2020 00:00,8913.28
18/01/2020 00:00,8915.96
19/01/2020 00:00,8701.7
20/01/2020 00:00,8642.35
21/01/2020 00:00,8736.03
22/01/2020 00:00,8682.36
23/01/2020 00:00,8404.52
24/01/2020 00:00,8439
25/01/2020 00:00,8340.58
26/01/2020 00:00,8615
27/01/2020 00:00,8907.57
28/01/2020 00:00,9374.21
29/01/2020 00:00,9301.53
30/01/2020 00:00,9513.21
31/01/2020 00:00,9352.89
01/02/2020 00:00,9384.61
02/02/2020 00:00,9331.51
03/02/2020 00:00,9292.24
04/02/2020 00:00,9197.02
05/02/2020 00:00,9612.04
06/02/2020 00:00,9772
07/02/2020 00:00,9813.73
08/02/2020 00:00,9895.05
09/02/2020 00:00,10151.75
10/02/2020 00:00,9851.83
11/02/2020 00:00,10223.08
12/02/2020 00:00,10326.46
13/02/2020 00:00,10229.63
14/02/2020 00:00,10344.36
15/02/2020 00:00,9904.72
16/02/2020 00:00,9917.27
17/02/2020 00:00,9706
18/02/2020 00:00,10164.71
19/02/2020 00:00,9593.79
20/02/2020 00:00,9596.42
